datetime,open,high,low,close,tick_volume
2025-10-06 07:39:00,3935.15,3936.22,3934.58,3936.05,70
2025-10-06 07:40:00,3935.96,3936.52,3935.47,3936.01,80
2025-10-06 07:41:00,3935.99,3937.97,3935.99,3937.59,77
2025-10-06 07:42:00,3937.45,3939.15,3937.05,3938.81,85
2025-10-06 07:43:00,3938.48,3939.78,3938.31,3939.63,80
2025-10-06 07:44:00,3939.56,3939.95,3938.36,3939.95,80
2025-10-06 07:45:00,3939.95,3940.25,3938.69,3939.77,80
2025-10-06 07:46:00,3939.86,3940.28,3938.89,3939.49,83
2025-10-06 07:47:00,3939.45,3940.26,3938.67,3938.67,83
2025-10-06 07:48:00,3939.03,3939.33,3936.84,3937.61,81
2025-10-06 07:49:00,3937.59,3938.31,3935.31,3935.79,79
2025-10-06 07:50:00,3935.71,3937.82,3935.51,3937.81,84
2025-10-06 07:51:00,3937.78,3939.25,3937.78,3939.11,69
2025-10-06 07:52:00,3939.13,3939.2,3937.9,3937.96,69
2025-10-06 07:53:00,3937.96,3938.06,3936.59,3937.05,76
2025-10-06 07:54:00,3937.03,3938.23,3936.95,3937.87,70
2025-10-06 07:55:00,3937.91,3938.18,3937.59,3937.65,65
2025-10-06 07:56:00,3937.63,3939.55,3937.63,3938.78,59
2025-10-06 07:57:00,3938.81,3939.38,3938.75,3938.9,63
2025-10-06 07:58:00,3938.84,3939.25,3938.3,3938.85,58
2025-10-06 07:59:00,3938.79,3939.54,3938.52,3938.67,61
2025-10-06 08:00:00,3938.68,3940.51,3938.33,3940.12,76
2025-10-06 08:01:00,3940.01,3940.42,3938.17,3939.06,80
2025-10-06 08:02:00,3938.96,3939.07,3937.04,3937.07,78
2025-10-06 08:03:00,3937.0,3937.56,3935.85,3937.24,81
2025-10-06 08:04:00,3937.29,3939.81,3937.13,3939.59,84
2025-10-06 08:05:00,3939.43,3940.46,3939.19,3939.55,82
2025-10-06 08:06:00,3939.68,3942.71,3939.68,3942.59,83
2025-10-06 08:07:00,3942.62,3944.46,3942.62,3944.33,89
2025-10-06 08:08:00,3944.14,3944.81,3943.58,3944.81,88
2025-10-06 08:09:00,3944.69,3944.69,3943.55,3944.43,82
2025-10-06 08:10:00,3944.42,3945.24,3942.75,3942.87,80
2025-10-06 08:11:00,3942.81,3943.46,3942.5,3943.38,75
2025-10-06 08:12:00,3943.2,3943.66,3942.62,3942.74,74
2025-10-06 08:13:00,3942.71,3942.71,3940.92,3941.93,79
2025-10-06 08:14:00,3941.92,3942.14,3940.25,3940.25,81
2025-10-06 08:15:00,3940.1,3940.54,3938.41,3940.52,83
2025-10-06 08:16:00,3940.34,3940.56,3938.77,3939.5,78
2025-10-06 08:17:00,3938.87,3938.89,3937.01,3937.35,72
2025-10-06 08:18:00,3937.45,3937.69,3935.56,3935.9,81
2025-10-06 08:19:00,3935.77,3935.84,3933.22,3933.6,91
2025-10-06 08:20:00,3933.37,3935.55,3933.37,3935.2,90
2025-10-06 08:21:00,3935.17,3936.5,3935.03,3936.38,83
2025-10-06 08:22:00,3936.28,3937.55,3934.93,3936.33,83
2025-10-06 08:23:00,3936.32,3936.94,3935.41,3935.41,79
2025-10-06 08:24:00,3935.36,3935.59,3934.96,3935.21,75
2025-10-06 08:25:00,3934.87,3935.7,3934.47,3934.86,70
2025-10-06 08:26:00,3934.92,3935.6,3933.95,3935.6,84
2025-10-06 08:27:00,3935.7,3937.88,3935.62,3937.16,79
2025-10-06 08:28:00,3937.14,3937.56,3935.56,3936.14,74
2025-10-06 08:29:00,3936.32,3937.2,3936.2,3937.03,71
2025-10-06 08:30:00,3937.02,3937.19,3935.21,3935.3,72
2025-10-06 08:31:00,3935.59,3935.72,3930.39,3931.92,88
2025-10-06 08:32:00,3932.04,3933.5,3931.07,3931.24,85
2025-10-06 08:33:00,3931.47,3933.38,3930.7,3933.38,84
2025-10-06 08:34:00,3933.37,3933.4,3930.07,3930.22,83
2025-10-06 08:35:00,3929.72,3931.14,3929.22,3930.42,85
2025-10-06 08:36:00,3930.52,3932.17,3930.19,3931.86,74
2025-10-06 08:37:00,3931.84,3933.21,3931.79,3932.76,75
2025-10-06 08:38:00,3932.41,3932.52,3931.66,3931.94,68
2025-10-06 08:39:00,3932.03,3932.03,3930.52,3931.64,73
2025-10-06 08:40:00,3931.58,3932.13,3930.4,3931.79,70
2025-10-06 08:41:00,3931.73,3931.94,3929.71,3929.83,75
2025-10-06 08:42:00,3929.84,3930.18,3928.49,3928.59,78
2025-10-06 08:43:00,3928.45,3929.16,3927.49,3927.89,93
2025-10-06 08:44:00,3928.28,3930.42,3927.8,3930.29,87
2025-10-06 08:45:00,3930.4,3931.82,3929.97,3931.74,88
2025-10-06 08:46:00,3931.83,3932.37,3931.39,3931.83,76
2025-10-06 08:47:00,3931.96,3932.77,3931.42,3931.94,72
2025-10-06 08:48:00,3932.0,3932.79,3931.8,3932.62,71
2025-10-06 08:49:00,3932.67,3933.16,3932.0,3932.79,71
2025-10-06 08:50:00,3932.69,3932.99,3931.5,3932.16,68
2025-10-06 08:51:00,3932.43,3933.18,3931.77,3932.68,76
2025-10-06 08:52:00,3932.77,3932.86,3931.27,3931.51,82
2025-10-06 08:53:00,3931.56,3932.18,3930.5,3930.5,75
2025-10-06 08:54:00,3930.58,3931.36,3929.96,3929.98,73
2025-10-06 08:55:00,3929.99,3930.49,3928.82,3929.68,70
2025-10-06 08:56:00,3930.17,3930.53,3928.58,3928.74,79
2025-10-06 08:57:00,3928.79,3932.76,3928.51,3932.61,80
2025-10-06 08:58:00,3932.67,3933.39,3932.05,3932.61,76
2025-10-06 08:59:00,3932.6,3932.98,3932.02,3932.74,71
2025-10-06 09:00:00,3933.0,3933.0,3931.43,3931.62,76
2025-10-06 09:01:00,3931.57,3932.15,3930.58,3931.18,79
2025-10-06 09:02:00,3931.19,3932.33,3930.93,3931.53,70
2025-10-06 09:03:00,3931.53,3931.53,3929.28,3930.46,82
2025-10-06 09:04:00,3930.6,3930.6,3927.89,3927.92,81
2025-10-06 09:05:00,3928.19,3928.94,3927.77,3927.78,83
2025-10-06 09:06:00,3927.54,3927.54,3922.62,3925.51,99
2025-10-06 09:07:00,3925.51,3928.2,3925.5,3928.2,91
2025-10-06 09:08:00,3928.21,3929.34,3927.83,3928.3,87
2025-10-06 09:09:00,3928.38,3928.38,3925.61,3925.77,78
2025-10-06 09:10:00,3925.78,3927.29,3925.46,3925.83,81
2025-10-06 09:11:00,3925.79,3927.21,3925.79,3926.76,77
2025-10-06 09:12:00,3926.82,3927.08,3924.04,3925.06,84
2025-10-06 09:13:00,3925.31,3926.36,3924.61,3925.69,86
2025-10-06 09:14:00,3925.66,3925.92,3925.0,3925.8,75
2025-10-06 09:15:00,3925.92,3926.64,3924.99,3925.11,81
2025-10-06 09:16:00,3925.28,3926.1,3924.54,3924.57,82
2025-10-06 09:17:00,3924.67,3927.1,3924.67,3926.31,80
2025-10-06 09:18:00,3926.33,3927.77,3925.08,3925.45,78
2025-10-06 09:19:00,3925.57,3927.47,3925.29,3927.47,75
2025-10-06 09:20:00,3927.59,3927.72,3926.65,3926.97,72
